"unigram","bigram","freq"
"who","began",2
"who","believes",2
"who","benefits",2
"who","better",2
"who","broke",2
"who","built",2
"who","celebrated",2
"who","chairs",2
"who","choose",2
"who","chose",2
"who","claim",2
"who","claimed",2
"who","contributed",2
"who","convinces",2
"who","created",2
"who","decided",2
"who","decides",2
"who","discover",2
"who","dressed",2
"who","eats",2
"who","enjoys",2
"who","escaped",2
"who","even",2
"who","failed",2
"who","fell",2
"who","find",2
"who","finds",2
"who","finished",2
"who","follows",2
"who","found",2
"who","gathered",2
"who","generally",2
"who","go",2
"who","god",2
"who","happened",2
"who","happens",2
"who","held",2
"who","her",2
"who","here",2
"who","hit",2
"who","hugged",2
"who","kills",2
"who","led",2
"who","lie",2
"who","literally",2
"who","looked",2
"who","matter",2
"who","me",2
"who","miss",2
"who","move",2
"who","needed",2
"who","not",2
"who","of",2
"who","often",2
"who","own",2
"who","paid",2
"who","passed",2
"who","passes",2
"who","performed",2
"who","plays",2
"who","posted",2
"who","promised",2
"who","receive",2
"who","remain",2
"who","represents",2
"who","rode",2
"who","rose",2
"who","rt",2
"who","run",2
"who","runs",2
"who","sat",2
"who","sells",2
"who","shared",2
"who","show",2
"who","sits",2
"who","smiles",2
"who","so",2
"who","someone",2
"who","speaks",2
"who","spends",2
"who","stayed",2
"who","stopped",2
"who","supports",2
"who","tell",2
"who","tells",2
"who","then",2
"who","though",2
"who","trained",2
"who","treats",2
"who","tries",2
"who","tweet",2
"who","visited",2
"who","voted",2
"who","wander",2
"who","wasn’t",2
"who","wear",2
"who","wish",2
"who","wishes",2
"who","wouldn",2
"who","wouldn’t",2
"who","ya",2
"who’s","the",2
"whoa","i",2
"whoa","my",2
"whoa","rt",2
"whoa","whoa",2
"whoever","said",2
"whoever","the",2
"whoever","will",2
"whole","album",2
"whole","and",2
"whole","book",2
"whole","business",2
"whole","cast",2
"whole","cd",2
"whole","city",2
"whole","class",2
"whole","course",2
"whole","crew",2
"whole","damn",2
"whole","days",2
"whole","grain",2
"whole","heart",2
"whole","it",2
"whole","night",2
"whole","not",2
"whole","or",2
"whole","paycheck",2
"whole","picture",2
"whole","post",2
"whole","site",2
"whole","the",2
"whole","to",2
"whole","week",2
"whole","wide",2
"whom","had",2
"whom","have",2
"whom","is",2
"whom","it",2
"whom","would",2
"whooping","cough",2
"whos","excited",2
"whose","ancestors",2
"whose","blog",2
"whose","gonna",2
"whose","life",2
"whose","parents",2
"whoso","shall",2
"wht","i",2
"wht","the",2
"why","”",2
"why","anyone",2
"why","be",2
"why","didn’t",2
"why","doesn",2
"why","doesn’t",2
"why","each",2
"why","for",2
"why","go",2
"why","hasn",2
"why","his",2
"why","i’ve",2
"why","in",2
"why","macy",2
"why","make",2
"why","most",2
"why","new",2
"why","on",2
"why","our",2
"why","such",2
"why","their",2
"why","then",2
"why","to",2
"why","two",2
"why","wasn’t",2
"why","were",2
"why","when",2
"why","while",2
"why","who",2
"why","women",2
"why","wouldn’t",2
"wi","chapter",2
"wicked","witch",2
"wicker","park",2
"wide","and",2
"wide","as",2
"wide","each",2
"wide","if",2
"wide","selection",2
"wide","world",2
"widely","available",2
"widely","regarded",2
"wider","and",2
"wider","audience",2
"wider","perspective",2
"widespread","use",2
"widows","and",2
"wield","a",2
"wielding","a",2
"wife","-",2
"wife","a",2
"wife","as",2
"wife","for",2
"wife","had",2
"wife","in",2
"wife","or",2
"wife","that",2
"wife","was",2
"wife","who",2
"wife","with",2
"wiggle","my",2
"wiggle","room",2
"wikipedia","and",2
"wil","be",2
"wild","-",2
"wild","about",2
"wild","animals",2
"wild","applause",2
"wild","card",2
"wild","girl",2
"wild","orchid",2
"wild","plants",2
"wild","turkey",2
"wild","yeasts",2
"wilderness","and",2
"will","-",2
"will","&",2
"will","accept",2
"will","announce",2
"will","anyone",2
"will","applaud",2
"will","apply",2
"will","attack",2
"will","attract",2
"will","basically",2
"will","boycott",2
"will","broadcast",2
"will","catch",2
"will","celebrate",2
"will","cherish",2
"will","comment",2
"will","complete",2
"will","conclude",2
"will","contact",2
"will","cook",2
"will","cover",2
"will","cry",2
"will","depend",2
"will","destroy",2
"will","direct",2
"will","discover",2
"will","dm",2
"will","donate",2
"will","double",2
"will","drink",2
"will","endeavor",2
"will","enjoy",2
"will","enter",2
"will","escort",2
"will","even",2
"will","evolve",2
"will","examine",2
"will","exercise",2
"will","experience",2
"will","explore",2
"will","fade",2
"will","ferrell",2
"will","figure",2
"will","finish",2
"will","fit",2
"will","force",2
"will","form",2
"will","guide",2
"will","hide",2
"will","hopefully",2
"will","host",2
"will","illustrate",2
"will","improve",2
"will","inspire",2
"will","involve",2
"will","is",2
"will","knock",2
"will","laugh",2
"will","loose",2
"will","lower",2
"will","magically",2
"will","magnify",2
"will","marry",2
"will","match",2
"will","matter",2
"will","melt",2
"will","middlebrooks",2
"will","more",2
"will","naturally",2
"will","o",2
"will","on",2
"will","or",2
"will","pack",2
"will","participate",2
"will","people",2
"will","permit",2
"will","place",2
"will","prevail",2
"will","raise",2
"will","rally",2
"will","resist",2
"will","respect",2
"will","respond",2
"will","resume",2
"will","retweet",2
"will","reveal",2
"will","rogers",2
"will","roll",2
"will","ruin",2
"will","s",2
"will","score",2
"will","seriously",2
"will","shine",2
"will","ship",2
"will","shortly",2
"will","shut",2
"will","smile",2
"will","snap",2
"will","so",2
"will","some",2
"will","somehow",2
"will","sort",2
"will","speak",2
"will","stage",2
"will","stick",2
"will","suit",2
"will","support",2
"will","surface",2
"will","survive",2
"will","transfer",2
"will","trust",2
"will","unfollow",2
"will","walk",2
"will","watch",2
"will","wrap",2
"will","yell",2
"william","&",2
"william","faulkner",2
"william","morris",2
"williams","and",2
"williams","had",2
"williams","on",2
"willingham","s",2
"willow","glen",2
"wills","&",2
"willy","wonka",2
"wilson","plays",2
"win","$2",2
"win","”",2
"win","again",2
"win","american",2
"win","any",2
"win","as",2
"win","but",2
"win","cash",2
"win","em",2
"win","every",2
"win","games",2
"win","get",2
"win","here",2
"win","how",2
"win","now",2
"win","out",2
"win","series",2
"win","so",2
"win","then",2
"win","they",2
"win","tix",2
"wind","as",2
"wind","ensemble",2
"wind","has",2
"wind","none",2
"wind","of",2
"wind","turbines",2
"winding","around",2
"window","dressing",2
"window","for",2
"window","of",2
"window","seat",2
"window","shopping",2
"window","so",2
"window","to",2
"window","would",2
"windows","7",2
"windows","at",2
"windows","down",2
"windows","no",2
"windows","or",2
"windows","xp",2
"winds","to",2
"windy","as",2
"wine","&",2
"wine","a",2
"wine","at",2
"wine","bottle",2
"wine","but",2
"wine","cellars",2
"wine","glasses",2
"wine","guide",2
"wine","it",2
"wine","on",2
"wine","or",2
"wine","women",2
"winemakers","have",2
"wines","are",2
"wines","that",2
"wing","and",2
"wing","is",2
"wing","it",2
"wing","now",2
"wing","on",2
"wingate","was",2
"wings","stamp",2
"wings","that",2
"wings","to",2
"winner","at",2
"winner","gets",2
"winner","i",2
"winner","this",2
"winner","tonight",2
"winner","who",2
"winners","are",2
"winners","as",2
"winners","badge",2
"winners","for",2
"winners","from",2
"winners","tonight",2
"winning","by",2
"winning","has",2
"winning","is",2
"winning","streak",2
"winning","ticket",2
"wins","you",2
"winsloe","and",2
"winston","is",2
"winter","ale",2
"winter","are",2
"winter","day",2
"winter","in",2
"winter","jacket",2
"winter","so",2
"winter","squash",2
"winter","we",2
"winter","when",2
"winter","which",2
"wip","i",2
"wipe","out",2
"wire","and",2
"wire","is",2
"wire","on",2
"wire","to",2
"wire","with",2
"wires","are",2
"wisconsin","and",2
"wisconsin","technical",2
"wisdom","from",2
"wisdom","or",2
"wisdom","that",2
"wish","a",2
"wish","all",2
"wish","but",2
"wish","come",2
"wish","everything",2
"wish","good",2
"wish","him",2
"wish","just",2
"wish","maybe",2
"wish","them",2
"wish","things",2
"wish","us",2
"wished","a",2
"wishes","everyone",2
"wishes","he",2
"wishes","i",2
"wishes","it",2
"wishes","the",2
"wishes","this",2
"wishful","thinking",2
"wishing","for",2
"wishing","them",2
"wishing","would",2
"wit","him",2
"wit","his",2
"wit","they",2
"wit","us",2
"wit","you",2
"witchcraft","was",2
"with","$2",2
"with","$5",2
"with","“the",2
"with","<3",2
"with","1/4",2
"with","23",2
"with","33",2
"with","39%",2
"with","50",2
"with","500",2
"with","56",2
"with","85",2
"with","9",2
"with","absolutely",2
"with","acrylic",2
"with","actor",2
"with","adequate",2
"with","ads",2
"with","after",2
"with","age",2
"with","air",2
"with","amber",2
"with","anthony",2
"with","anticipation",2
"with","apologies",2
"with","are",2
"with","attacking",2
"with","austin",2
"with","authority",2
"with","autism",2
"with","awe",2
"with","bacon",2
"with","barack",2
"with","barely",2
"with","bated",2
"with","battle",2
"with","beauty",2
"with","because",2
"with","benefits",2
"with","betty",2
"with","bill",2
"with","birds",2
"with","blogging",2
"with","blood",2
"with","bo",2
"with","books",2
"with","bow",2
"with","bows",2
"with","brain",2
"with","brand",2
"with","brilliance",2
"with","broccoli",2
"with","buffalo",2
"with","can",2
"with","cancer",2
"with","candy",2
"with","care",2
"with","carter",2
"with","change",2
"with","characters",2
"with","china",2
"with","chive",2
"with","class",2
"with","coffee",2
"with","cold",2
"with","colour",2
"with","condescension",2
"with","copics",2
"with","cornrolls",2
"with","coworkers",2
"with","criminal",2
"with","customers",2
"with","daily",2
"with","dance",2
"with","dark",2
"with","darkness",2
"with","data",2
"with","david",2
"with","davy",2
"with","dear",2
"with","death",2
"with","decent",2
"with","delight",2
"with","depending",2
"with","depression",2
"with","do",2
"with","dogs",2
"with","doing",2
"with","don",2
"with","double",2
"with","down",2
"with","drew",2
"with","e",2
"with","electricity",2
"with","energy",2
"with","english",2
"with","even",2
"with","experience",2
"with","expertise",2
"with","extreme",2
"with","father",2
"with","few",2
"with","film",2
"with","final",2
"with","first",2
"with","flair",2
"with","florist",2
"with","foil",2
"with","folks",2
"with","football",2
"with","fox",2
"with","fruit",2
"with","fun",2
"with","generating",2
"with","getting",2
"with","glamour",2
"with","global",2
"with","going",2
"with","google",2
"with","grad",2
"with","guests",2
"with","half",2
"with","having",2
"with","head",2
"with","healing",2
"with","healthy",2
"with","heat",2
"with","heavy",2
"with","homemade",2
"with","honor",2
"with","huge",2
"with","humidity",2
"with","ian",2
"with","icing",2
"with","insurance",2
"with","intensity",2
"with","iran",2
"with","jacob",2
"with","jake",2
"with","josh",2
"with","joshua",2
"with","joy",2
"with","kevin",2
"with","key",2
"with","killer",2
"with","la",2
"with","labor",2
"with","lady",2
"with","layers",2
"with","le",2
"with","legislation",2
"with","legs",2
"with","lettuce",2
"with","leukemia",2
"with","limited",2
"with","living",2
"with","lol",2
"with","lost",2
"with","lovely",2
"with","low",2
"with","lyrics",2
"with","make",2
"with","male",2
"with","margaret",2
"with","mark",2
"with","marquis",2
"with","maybe",2
"with","meat",2
"with","mental",2
"with","mi",2
"with","mike",2
"with","mimosa",2
"with","mine",2
"with","mixed",2
"with","mod",2
"with","morning",2
"with","mother",2
"with","mrs",2
"with","names",2
"with","national",2
"with","native",2
"with","natural",2
"with","nervous",2
"with","nina",2
"with","nyc",2
"with","oh",2
"with","oil",2
"with","options",2
"with","origins",2
"with","ourselves",2
"with","pain",2
"with","painting",2
"with","parchment",2
"with","parents",2
"with","passion",2
"with","patients",2
"with","paul",2
"with","pay",2
"with","peanut",2
"with","perfect",2
"with","permission",2
"with","peter",2
"with","petrobras",2
"with","physical",2
"with","pizza",2
"with","post",2
"with","pretty",2
"with","private",2
"with","products",2
"with","providing",2
"with","public",2
"with","puppies",2
"with","queen",2
"with","questions",2
"with","receipt",2
"with","republican",2
"with","romney",2
"with","rounded",2
"with","runners",2
"with","salmonella",2
"with","saying",2
"with","scissors",2
"with","services",2
"with","shouting",2
"with","silver",2
"with","simon",2
"with","simple",2
"with","skin",2
"with","slight",2
"with","snow",2
"with","socks",2
"with","solid",2
"with","statements",2
"with","stops",2
"with","strong",2
"with","students",2
"with","success",2
"with","sue",2
"with","sufficient",2
"with","suggestions",2
"with","swag",2
"with","taking",2
"with","talks",2
"with","tattoos",2
"with","tebow",2
"with","tech",2
"with","ted",2
"with","thee",2
"with","there",2
"with","thousands",2
"with","tongue",2
"with","tourists",2
"with","trainer",2
"with","trying",2
"with","twins",2
"with","ugly",2
"with","vegas",2
"with","veggies",2
"with","verizon",2
"with","warren",2
"with","was",2
"with","wearing",2
"with","wine",2
"with","winter",2
"with","women",2
"with","wonderful",2
"with","wooden",2
"with","work",2
"with","y",2
"withdrawn","and",2
"within","1",2
"within","15",2
"within","30",2
"within","48",2
"within","90",2
"within","each",2
"within","his",2
"within","hours",2
"within","its",2
"within","myself",2
"within","ten",2
"within","that",2
"within","walking",2
"withnan","and",2
"without","and",2
"without","anyone",2
"without","distractions",2
"without","eating",2
"without","ever",2
"without","first",2
"without","form",2
"without","help",2
"without","music",2
"without","permission",2
"without","power",2
"without","realizing",2
"without","ruining",2
"without","seeing",2
"without","sleep",2
"without","someone",2
"without","taking",2
"without","talking",2
"without","that",2
"without","thought",2
"without","u",2
"without","us",2
"without","warning",2
"without","worry",2
"witness","the",2
"witnessed","the",2
"witnesses","to",2
"witnessing","the",2
"wittem","group",2
"wives","in",2
"wobbly","off",2
"woe","is",2
"wok","with",2
"woke","upp",2
"woke","with",2
"wolfgang","von",2
"wolves","and",2
"woman","”",2
"woman","after",2
"woman","also",2
"woman","are",2
"woman","as",2
"woman","asked",2
"woman","beater",2
"woman","he’s",2
"woman","herself",2
"woman","like",2
"woman","more",2
"woman","named",2
"woman","then",2
"women","”",2
"women","adult",2
"women","around",2
"women","at",2
"women","can",2
"women","for",2
"women","from",2
"women","had",2
"women","here",2
"women","if",2
"women","make",2
"women","or",2
"women","religious",2
"women","the",2
"women","they",2
"women","will",2
"won","first",2
"won","her",2
"won","him",2
"won","on",2
"won","one",2
"won","several",2
"won","this",2
"won","two",2
"won’t","come",2
"won’t","ever",2
"won’t","get",2
"won’t","go",2
"won’t","like",2
"won’t","say",2
"won’t","see",2
"wonder","a",2
"wonder","did",2
"wonder","to",2
"wonder","where",2
"wonder","whether",2
"wonder","years",2
"wondered","about",2
"wondered","if",2
"wondered","in",2
"wonderful","birthday",2
"wonderful","blog",2
"wonderful","books",2
"wonderful","challenge",2
"wonderful","evening",2
"wonderful","experience",2
"wonderful","followers",2
"wonderful","food",2
"wonderful","friend",2
"wonderful","friends",2
"wonderful","husband",2
"wonderful","inspiration",2
"wonderful","just",2
"wonderful","meal",2
"wonderful","memories",2
"wonderful","mother",2
"wonderful","reviews",2
"wonderful","thanksgiving",2
"wonderful","times",2
"wonderful","wonderful",2
"wondering","as",2
"wont","b",2
"wont","get",2
"wont","happen",2
"wont","quit",2
"woo","sung",2
"woo","that",2
"wood","for",2
"wood","memorial",2
"wood","s",2
"woods","is",2
"woods","on",2
"woods","to",2
"woods","with",2
"woop","woop",2
"woot","i",2
"woot","looking",2
"word","“kingdom”",2
"word","articles",2
